#Release 14.7 - par P.20131013 (nt64)
#Copyright (c) 1995-2013 Xilinx, Inc.  All rights reserved.

#Fri Feb 17 17:42:22 2023

#
## NOTE: This file is designed to be imported into a spreadsheet program
# such as Microsoft Excel for viewing, printing and sorting. The |
# character is used as the data field separator. This file is also designed
# to support parsing.
#
#INPUT FILE:       gbase_top_map.ncd
#OUTPUT FILE:      gbase_top_pad.csv
#PART TYPE:        xc5vsx95t
#SPEED GRADE:      -2
#PACKAGE:          ff1136
#
# Pinout by Pin Number:
# 
# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,Drive (mA),Slew Rate,Termination,IOB Delay,Voltage,Constraint,IO Register,Signal Integrity,
E17,arwen_data_a_p[3],IOB,IO_L10P_CC_5,INPUT,LVDS_25,5,,,,NONE,,LOCATED,NO,DIFF_TERM,
E18,arwen_data_a_p[1],IOB,IO_L12P_VRN_5,INPUT,LVDS_25,5,,,,NONE,,LOCATED,NO,DIFF_TERM,
E19,arwen_data_a_p[0],IOB,IO_L4P_5,INPUT,LVDS_25,5,,,,NONE,,LOCATED,NO,DIFF_TERM,
E20,,,VCCO_3,,,3,,,,,2.50,,,,
E21,,IOBM,IO_L6P_5,UNUSED,,5,,,,,,,,,
E22,amc_port_p[1][11],IOB,IO_L15P_5,INPUT,LVDS_25,5,,,,NONE,,LOCATED,NO,DIFF_TERM,
E23,amc_port_n[1][10],IOB,IO_L17N_5,INPUT,LVDS_25,5,,,,NONE,,LOCATED,NO,DIFF_TERM,
E24,amc_port_n[1][9],IOB,IO_L19N_5,INPUT,LVDS_25,5,,,,NONE,,LOCATED,NO,DIFF_TERM,
E25,,,GND,,,,,,,,,,,,
E26,amc_port_p[3][6],IOB,IO_L11P_CC_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
E27,amc_port_n[3][6],IOB,IO_L11N_CC_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
E28,amc_port_p[3][5],IOB,IO_L10P_CC_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
E29,,IOBM,IO_L0P_15,UNUSED,,15,,,,,,,,,
E30,,,VCCO_19,,,19,,,,,any******,,,,
E31,,IOBS,IO_L3N_15,UNUSED,,15,,,,,,,,,
E32,amc_port_p[0][2],IOB,IO_L6P_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
E33,amc_port_n[0][2],IOB,IO_L6N_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
E34,amc_port_n[0][3],IOB,IO_L5N_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
F2,txp,OPAD,MGTTXP0_116,OUTPUT,,,,,,,,LOCATED,NO,NONE,
F3,,,MGTAVTTTX_116,,,,,,,,,,,,
F4,,,MGTAVCC_120,,,,,,,,,,,,
F5,arwen_data_b_p[1],IOBM,IO_L15P_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
F6,arwen_data_b_n[1],IOBS,IO_L15N_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
F7,,,GND,,,,,,,,,,,,
F8,,IOBS,IO_L1N_20,UNUSED,,20,,,,,,,,,
F9,,IOBM,IO_L1P_20,UNUSED,,20,,,,,,,,,
F10,,IOBM,IO_L2P_20,UNUSED,,20,,,,,,,,,
F11,,IOBM,IO_L15P_20,UNUSED,,20,,,,,,,,,
F12,,,GND,,,,,,,,,,,,
F13,,IOBM,IO_L19P_20,UNUSED,,20,,,,,,,,,
F14,,IOBM,IO_L18P_5,UNUSED,,5,,,,,,,,,
F15,,IOBS,IO_L18N_5,UNUSED,,5,,,,,,,,,
F16,,IOBS,IO_L16N_5,UNUSED,,5,,,,,,,,,
F17,,,VCCO_5,,,5,,,,,any******,,,,
F18,arwen_data_a_p[2],IOB,IO_L14P_5,INPUT,LVDS_25,5,,,,NONE,,LOCATED,NO,DIFF_TERM,
F19,arwen_data_a_n[0],IOB,IO_L4N_VREF_5,INPUT,LVDS_25,5,,,,NONE,,LOCATED,NO,DIFF_TERM,
F20,amc_port_n[1][0],IOB,IO_L8N_CC_5,INPUT,LVDS_25,5,,,,NONE,,LOCATED,NO,DIFF_TERM,
F21,amc_port_p[1][3],IOB,IO_L11P_CC_5,INPUT,LVDS_25,5,,,,NONE,,LOCATED,NO,DIFF_TERM,
F22,,,GND,,,,,,,,,,,,
F23,amc_port_n[1][11],IOB,IO_L15N_5,INPUT,LVDS_25,5,,,,NONE,,LOCATED,NO,DIFF_TERM,
F24,amc_port_p[1][9],IOB,IO_L19P_5,INPUT,LVDS_25,5,,,,NONE,,LOCATED,NO,DIFF_TERM,
F25,amc_port_p[1][2],IOB,IO_L7P_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
F26,amc_port_n[1][2],IOB,IO_L7N_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
F27,,,VCCO_23,,,23,,,,,2.50,,,,
F28,amc_port_n[3][5],IOB,IO_L10N_CC_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
F29,,IOBS,IO_L0N_15,UNUSED,,15,,,,,,,,,
F30,amc_port_n[6][0],IOB,IO_L1N_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
F31,,IOBM,IO_L3P_15,UNUSED,,15,,,,,,,,,
F32,,,GND,,,,,,,,,,,,
F33,amc_port_p[0][3],IOB,IO_L5P_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
F34,amc_port_n[0][4],IOB,IO_L7N_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
G1,rxp,IPAD,MGTRXP0_116,INPUT,,,,,,NONE,,LOCATED,NO,NONE,
G2,txn,OPAD,MGTTXN0_116,OUTPUT,,,,,,,,LOCATED,NO,NONE,
G3,,,MGTAVTTRX_116,,,,,,,,,,,,
G4,,,GND,,,,,,,,,,,,
G5,arwen_data_b_n[0],IOBS,IO_L13N_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
G6,arwen_data_b_p[5],IOBM,IO_L17P_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
G7,arwen_data_b_n[5],IOBS,IO_L17N_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
G8,arwen_data_b_p[3],IOBM,IO_L3P_20,OUTPUT,LVDS_25,20,,,,,,LOCATED,NO,NONE,
G9,,,GND,,,,,,,,,,,,
G10,,IOBS,IO_L2N_20,UNUSED,,20,,,,,,,,,
G11,,IOBM,IO_L13P_20,UNUSED,,20,,,,,,,,,
G12,,IOBS,IO_L13N_20,UNUSED,,20,,,,,,,,,
G13,,IOBS,IO_L19N_20,UNUSED,,20,,,,,,,,,
G14,,,VCCO_1,,,1,,,,,3.30,,,,
G15,arwen_data_clk_p,IOBM,IO_L2P_GC_VRN_3,OUTPUT,LVDS_25,3,,,,,,LOCATED,NO,NONE,
G16,arwen_data_clk_n,IOBS,IO_L2N_GC_VRP_3,OUTPUT,LVDS_25,3,,,,,,LOCATED,NO,NONE,
G17,,IOBM,IO_L16P_5,UNUSED,,5,,,,,,,,,
G18,arwen_data_a_n[2],IOB,IO_L14N_VREF_5,INPUT,LVDS_25,5,,,,NONE,,LOCATED,NO,DIFF_TERM,
G19,,,GND,,,,,,,,,,,,
G20,amc_port_p[1][0],IOB,IO_L8P_CC_5,INPUT,LVDS_25,5,,,,NONE,,LOCATED,NO,DIFF_TERM,
G21,amc_port_n[1][3],IOB,IO_L11N_CC_5,INPUT,LVDS_25,5,,,,NONE,,LOCATED,NO,DIFF_TERM,
G22,vd[8],IOB,IO_L4P_A11_D27_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,NO,NONE,
G23,vd[16],IOB,IO_L8P_CC_A3_D19_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,YES,NONE,
G24,,,VCCO_23,,,23,,,,,2.50,,,,
G25,amc_port_p[1][1],IOB,IO_L5P_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
G26,amc_port_n[1][1],IOB,IO_L5N_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
G27,amc_port_p[3][3],IOB,IO_L8P_CC_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
G28,amc_port_n[3][4],IOB,IO_L9N_CC_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
G29,,,GND,,,,,,,,,,,,
G30,amc_port_p[6][0],IOB,IO_L1P_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
G31,amc_port_n[6][1],IOB,IO_L5N_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
G32,amc_port_p[0][5],IOB,IO_L4P_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
G33,amc_port_p[0][4],IOB,IO_L7P_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
G34,,,GND,,,,,,,,,,,,
H1,rxn,IPAD,MGTRXN0_116,INPUT,,,,,,NONE,,LOCATED,NO,NONE,
H2,,,GND,,,,,,,,,,,,
H3,gtpd0_n,IPAD,MGTREFCLKN_116,INPUT,,,,,,NONE,,LOCATED,NO,NONE,
H4,gtpd0_p,IPAD,MGTREFCLKP_116,INPUT,,,,,,NONE,,LOCATED,NO,NONE,
H5,arwen_data_b_p[0],IOBM,IO_L13P_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
H6,,,GND,,,,,,,,,,,,
H7,arwen_data_c_p[15],IOBM,IO_L11P_CC_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
H8,arwen_data_b_n[3],IOBS,IO_L3N_20,OUTPUT,LVDS_25,20,,,,,,LOCATED,NO,NONE,
H9,,IOBS,IO_L7N_20,UNUSED,,20,,,,,,,,,
H10,,IOBM,IO_L7P_20,UNUSED,,20,,,,,,,,,
H11,,,VCCO_20,,,20,,,,,2.50,,,,
H12,vd[15],IOB,IO_L7N_A4_D20_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,YES,NONE,
H13,,IOBS,IO_L8N_GC_3,UNUSED,,3,,,,,,,,,
H14,,IOBM,IO_L6P_GC_3,UNUSED,,3,,,,,,,,,
H15,,IOBS,IO_L6N_GC_3,UNUSED,,3,,,,,,,,,
H16,,,GND,,,,,,,,,,,,
H17,amc_port_p[3][14],IOB,IO_L0P_CC_GC_3,INPUT,LVDS_25,3,,,,NONE,,LOCATED,NO,DIFF_TERM,
H18,amc_port_n[3][14],IOB,IO_L0N_CC_GC_3,INPUT,LVDS_25,3,,,,NONE,,LOCATED,NO,DIFF_TERM,
H19,amc_port_p[7][14],IOB,IO_L9P_GC_3,INPUT,LVDS_25,3,,,,NONE,,LOCATED,NO,DIFF_TERM,
H20,amc_port_n[7][14],IOB,IO_L9N_GC_3,INPUT,LVDS_25,3,,,,NONE,,LOCATED,NO,DIFF_TERM,
H21,,,GND,,,,,,,,,,,,
H22,vd[9],IOB,IO_L4N_VREF_A10_D26_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,NO,NONE,
H23,vd[17],IOB,IO_L8N_CC_A2_D18_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,YES,NONE,
H24,,IOBS,IO_L6N_19,UNUSED,,19,,,,,,,,,
H25,,IOBM,IO_L6P_19,UNUSED,,19,,,,,,,,,
H26,,,GND,,,,,,,,,,,,
H27,amc_port_n[3][3],IOB,IO_L8N_CC_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
H28,amc_port_p[3][4],IOB,IO_L9P_CC_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
H29,amc_port_p[6][2],IOB,IO_L2P_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
H30,amc_port_p[6][1],IOB,IO_L5P_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
H31,,,VCCO_19,,,19,,,,,any******,,,,
H32,amc_port_n[0][5],IOB,IO_L4N_VREF_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
H33,amc_port_n[0][6],IOB,IO_L8N_CC_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
H34,amc_port_p[0][7],IOB,IO_L9P_CC_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
J1,,IPAD,MGTRXN1_116,UNUSED,,,,,,,,,,,
J2,,,GND,,,,,,,,,,,,
J3,,,MGTAVCC_116,,,,,,,,,,,,
J4,,,MGTAVCC_116,,,,,,,,,,,,
J5,,IOBS,IO_L8N_CC_12,UNUSED,,12,,,,,,,,,
J6,,IOBM,IO_L8P_CC_12,UNUSED,,12,,,,,,,,,
J7,arwen_data_c_n[15],IOBS,IO_L11N_CC_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
J8,,,VCCO_20,,,20,,,,,2.50,,,,
J9,,IOBS,IO_L9N_CC_20,UNUSED,,20,,,,,,,,,
J10,,IOBM,IO_L9P_CC_20,UNUSED,,20,,,,,,,,,
J11,,IOBS,IO_L5N_20,UNUSED,,20,,,,,,,,,
J12,vd[14],IOB,IO_L7P_A5_D21_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,YES,NONE,
J13,,,GND,,,,,,,,,,,,
J14,,IOBM,IO_L8P_GC_3,UNUSED,,3,,,,,,,,,
J15,vd[7],IOB,IO_L3N_A12_D28_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,NO,NONE,
J16,clk_si_vdspp,IOB,IO_L4P_GC_3,INPUT,LVDS_25,3,,,,NONE,,LOCATED,NO,DIFF_TERM,
J17,clk_si_vdspn,IOB,IO_L4N_GC_VREF_3,INPUT,LVDS_25,3,,,,NONE,,LOCATED,NO,DIFF_TERM,
J18,,,GND,,,,,,,,,,,,
J19,amc_port_n[2][14],IOB,IO_L3N_GC_3,INPUT,LVDS_25,3,,,,NONE,,LOCATED,NO,DIFF_TERM,
J20,amc_port_p[1][14],IOB,IO_L7P_GC_3,INPUT,LVDS_25,3,,,,NONE,,LOCATED,NO,DIFF_TERM,
J21,amc_port_n[1][14],IOB,IO_L7N_GC_3,INPUT,LVDS_25,3,,,,NONE,,LOCATED,NO,DIFF_TERM,
J22,vd[4],IOB,IO_L2P_A15_D31_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,NO,NONE,
J23,,,GND,,,,,,,,,,,,
J24,amc_port_p[3][8],IOB,IO_L2P_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
J25,amc_port_n[3][8],IOB,IO_L2N_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
J26,,IOBS,IO_L4N_VREF_19,UNUSED,,19,,,,,,,,,
J27,,IOBM,IO_L4P_19,UNUSED,,19,,,,,,,,,
J28,,,VCCO_19,,,19,,,,,any******,,,,
J29,amc_port_n[6][2],IOB,IO_L2N_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
J30,amc_port_p[6][3],IOB,IO_L6P_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
J31,amc_port_n[6][3],IOB,IO_L6N_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
J32,amc_port_p[0][6],IOB,IO_L8P_CC_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
J33,,,GND,,,,,,,,,,,,
J34,amc_port_n[0][7],IOB,IO_L9N_CC_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
K1,,IPAD,MGTRXP1_116,UNUSED,,,,,,,,,,,
K2,,OPAD,MGTTXN1_116,UNUSED,,,,,,,,,,,
K3,,,MGTAVCCPLL_116,,,,,,,,,,,,
K4,,,GND,,,,,,,,,,,,
K5,,,GND,,,,,,,,,,,,
K6,,IOBS,IO_L6N_12,UNUSED,,12,,,,,,,,,
K7,,IOBM,IO_L6P_12,UNUSED,,12,,,,,,,,,
K8,,IOBM,IO_L10P_CC_20,UNUSED,,20,,,,,,,,,
K9,,IOBS,IO_L10N_CC_20,UNUSED,,20,,,,,,,,,
K10,,,GND,,,,,,,,,,,,
K11,,IOBM,IO_L5P_20,UNUSED,,20,,,,,,,,,
K12,vd[19],IOB,IO_L9N_CC_A0_D16_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,YES,NONE,
K13,vd[18],IOB,IO_L9P_CC_A1_D17_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,YES,NONE,
K14,vd[11],IOB,IO_L5N_A8_D24_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,YES,NONE,
K15,,,GND,,,,,,,,,,,,
K16,vd[6],IOB,IO_L3P_A13_D29_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,NO,NONE,
K17,mezz_b_dr_p,IOB,IO_L1P_CC_GC_3,INPUT,LVDS_25,3,,,,NONE,,LOCATED,NO,DIFF_TERM,
K18,amc_port_p[2][14],IOB,IO_L3P_GC_3,INPUT,LVDS_25,3,,,,NONE,,LOCATED,NO,DIFF_TERM,
K19,amc_port_n[0][14],IOB,IO_L5N_GC_3,INPUT,LVDS_25,3,,,,NONE,,LOCATED,NO,DIFF_TERM,
K20,,,GND,,,,,,,,,,,,
K21,vd[5],IOB,IO_L2N_A14_D30_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,NO,NONE,
K22,vd[13],IOB,IO_L6N_A6_D22_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,YES,NONE,
K23,vd[12],IOB,IO_L6P_A7_D23_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,YES,NONE,
K24,amc_port_p[3][9],IOB,IO_L0P_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
K25,,,GND,,,,,,,,,,,,
K26,amc_port_n[3][2],IOB,IO_L14N_VREF_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
K27,amc_port_p[3][2],IOB,IO_L14P_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
K28,amc_port_p[3][1],IOB,IO_L13P_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
K29,amc_port_n[2][4],IOB,IO_L4N_VREF_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
K30,,,GND,,,,,,,,,,,,
K31,amc_port_p[2][6],IOB,IO_L9P_CC_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
K32,amc_port_n[0][8],IOB,IO_L11N_CC_SM14N_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
K33,amc_port_p[0][8],IOB,IO_L11P_CC_SM14P_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
K34,amc_port_n[0][9],IOB,IO_L10N_CC_SM15N_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
L2,,OPAD,MGTTXP1_116,UNUSED,,,,,,,,,,,
L3,,,MGTAVTTTX_116,,,,,,,,,,,,
L4,,IOBM,IO_L4P_12,UNUSED,,12,,,,,,,,,
L5,,IOBS,IO_L4N_VREF_12,UNUSED,,12,,,,,,,,,
L6,,IOBS,IO_L2N_12,UNUSED,,12,,,,,,,,,
L7,,,GND,,,,,,,,,,,,
L8,arwen_data_b_n[7],IOBS,IO_L14N_VREF_20,OUTPUT,LVDS_25,20,,,,,,LOCATED,NO,NONE,
L9,arwen_data_b_n[6],IOBS,IO_L16N_20,OUTPUT,LVDS_25,20,,,,,,LOCATED,NO,NONE,
L10,,IOBM,IO_L12P_VRN_20,UNUSED,,20,,,,,,,,,
L11,,IOBS,IO_L12N_VRP_20,UNUSED,,20,,,,,,,,,
L12,,,VCCAUX,,,,,,,,2.5,,,,
L13,,,GND,,,,,,,,,,,,
L14,vd[10],IOB,IO_L5P_A9_D25_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,YES,NONE,
L15,vd[2],IOB,IO_L1P_A17_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,NO,NONE,
L16,vd[3],IOB,IO_L1N_A16_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,NO,NONE,
L17,,,GND,,,,,,,,,,,,
L18,mezz_b_dr_n,IOB,IO_L1N_CC_GC_3,INPUT,LVDS_25,3,,,,NONE,,LOCATED,NO,DIFF_TERM,
L19,amc_port_p[0][14],IOB,IO_L5P_GC_3,INPUT,LVDS_25,3,,,,NONE,,LOCATED,NO,DIFF_TERM,
L20,vd[1],IOB,IO_L0N_A18_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,NO,NONE,
L21,vd[0],IOB,IO_L0P_A19_1,BIDIR,LVTTL,1,12,SLOW,,NONE,,LOCATED,NO,NONE,
L22,,,GND,,,,,,,,,,,,
L23,,,VBATT_0,,,,,,,,,,,,
L24,amc_port_n[3][9],IOB,IO_L0N_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
L25,amc_port_p[3][7],IOB,IO_L1P_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
L26,amc_port_n[3][7],IOB,IO_L1N_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
L27,,,GND,,,,,,,,,,,,
L28,amc_port_n[3][1],IOB,IO_L13N_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
L29,amc_port_p[2][4],IOB,IO_L4P_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
L30,amc_port_p[2][5],IOB,IO_L7P_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
L31,amc_port_n[2][6],IOB,IO_L9N_CC_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
L32,,,VCCO_15,,,15,,,,,any******,,,,
L33,amc_port_p[0][10],IOB,IO_L13P_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
L34,amc_port_p[0][9],IOB,IO_L10P_CC_SM15P_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
M2,,OPAD,MGTTXP0_112,UNUSED,,,,,,,,,,,
M3,,,MGTAVTTTX_112,,,,,,,,,,,,
M4,,,GND,,,,,,,,,,,,
M5,,IOBS,IO_L0N_12,UNUSED,,12,,,,,,,,,
M6,,IOBM,IO_L0P_12,UNUSED,,12,,,,,,,,,
M7,,IOBM,IO_L2P_12,UNUSED,,12,,,,,,,,,
M8,arwen_data_b_p[7],IOBM,IO_L14P_20,OUTPUT,LVDS_25,20,,,,,,LOCATED,NO,NONE,
M9,,,VCCO_12,,,12,,,,,2.50,,,,
M10,arwen_data_b_p[6],IOBM,IO_L16P_20,OUTPUT,LVDS_25,20,,,,,,LOCATED,NO,NONE,
M11,,,VCCAUX,,,,,,,,2.5,,,,
M12,,,GND,,,,,,,,,,,,
M13,,,VCCINT,,,,,,,,1.0,,,,
M14,,,GND,,,,,,,,,,,,
M15,,,DONE_0,,,,,,,,,,,,
M16,,,GND,,,,,,,,,,,,
M17,,,VCCINT,,,,,,,,1.0,,,,
M18,,,GND,,,,,,,,,,,,
M19,,,VCCINT,,,,,,,,1.0,,,,
M20,,,GND,,,,,,,,,,,,
M21,,,VCCAUX,,,,,,,,2.5,,,,
M22,,,PROGRAM_B_0,,,,,,,,,,,,
M23,,,HSWAPEN_0,,,,,,,,,,,,
M24,,,GND,,,,,,,,,,,,
M25,amc_port_p[2][1],IOB,IO_L3P_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
M26,amc_port_n[2][1],IOB,IO_L3N_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
M27,amc_port_n[3][0],IOB,IO_L12N_VRP_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
M28,,IOBM,IO_L15P_19,UNUSED,,19,,,,,,,,,
M29,,,VCCO_15,,,15,,,,,any******,,,,
M30,amc_port_n[2][5],IOB,IO_L7N_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
M31,amc_port_p[2][7],IOB,IO_L11P_CC_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
M32,amc_port_n[0][10],IOB,IO_L13N_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
M33,amc_port_n[0][11],IOB,IO_L12N_VRP_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
M34,,,GND,,,,,,,,,,,,
N1,,IPAD,MGTRXP0_112,UNUSED,,,,,,,,,,,
N2,,OPAD,MGTTXN0_112,UNUSED,,,,,,,,,,,
N3,,,MGTAVTTRX_112,,,,,,,,,,,,
N4,,,GND,,,,,,,,,,,,
N5,,IOBM,IO_L3P_12,UNUSED,,12,,,,,,,,,
N6,,,VCCO_12,,,12,,,,,2.50,,,,
N7,arwen_data_b_n[18],IOBS,IO_L1N_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
N8,arwen_data_b_p[18],IOBM,IO_L1P_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
N9,arwen_data_b_n[2],IOBS,IO_L18N_20,OUTPUT,LVDS_25,20,,,,,,LOCATED,NO,NONE,
N10,arwen_data_b_p[2],IOBM,IO_L18P_20,OUTPUT,LVDS_25,20,,,,,,LOCATED,NO,NONE,
N11,,,GND,,,,,,,,,,,,
N12,,,VCCINT,,,,,,,,1.0,,,,
N13,,,GND,,,,,,,,,,,,
N14,,,INIT_B_0,,,,,,,,,,,,
N15,,,CCLK_0,,,,,,,,,,,,
N16,,,VCCINT,,,,,,,,1.0,,,,
N17,,,GND,,,,,,,,,,,,
N18,,,VCCINT,,,,,,,,1.0,,,,
N19,,,GND,,,,,,,,,,,,
N20,,,VCCINT,,,,,,,,1.0,,,,
N21,,,GND,,,,,,,,,,,,
N22,,,CS_B_0,,,,,,,,,,,,
N23,,,RDWR_B_0,,,,,,,,,,,,
N24,amc_port_p[3][11],IOB,IO_L17P_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
N25,amc_port_n[3][10],IOB,IO_L18N_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
N26,,,GND,,,,,,,,,,,,
N27,amc_port_p[3][0],IOB,IO_L12P_VRN_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
N28,,IOBS,IO_L15N_19,UNUSED,,19,,,,,,,,,
N29,amc_port_p[2][3],IOB,IO_L8P_CC_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
